item_id.	135
name_identJP.	アネモネの花
name_identEN.	anemone
item_desc1JP.	\t\t鮮やかな色の花を咲かせる鉢植え。その色は様々で、見る者をとても楽しませるという。\n#～ティリス園芸図鑑～\n
item_desc2JP.	
item_desc3JP.	\t\t「え、くれるの？わーい大好き～」\n#～無邪気な少女『グウェン』の言葉～\n
item_desc4JP.	\t\t観賞用の鉢植えだ。\n#～鑑定報告書：＜鉢＞カテゴリ～\n
item_desc1EN.	\t\tA potted plant with vividly colored flowers. There are many various colors, sure to please anyone looking at them.\n#~Tyris Illustrated Horticulture Guide~\n
item_desc2EN.	
item_desc3EN.	\t\t'Eh? For me? Yay, I love them~!'\n#~Words of Innocent Girl 'Gwen'~\n
item_desc4EN.	\t\tPotted plant for ornamental purposes.
