item_id.	142
name_identJP.	調理機
name_identEN.	food maker
item_desc1JP.	\t\t焼く、蒸す、煮る、全てを万能にこなす、優れた調理器具。非常に大きく重量もあるので購入に尻込みしてしまうが、その分実力は折り紙つきである。\n#～料理を支える脇役達～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t使用することでランク８までの料理を作ることができる器具。\n#～鑑定報告書：＜器具＞カテゴリ～\n
item_desc1EN.	\t\tBaking, steaming, boiling, this outstanding cooking machine is capable of everything. It's very heavy and bulky, enough to make someone think twice before purchasing it, but its ability is authentic.\n#~Side Dishes for Side Characters~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tA tool that can cook food up to Rank 8.
