item_id.	182
name_identJP.	キウイ
name_identEN.	kiwi
item_desc1JP.	\t\t常夏の国からやってきたさわやかな酸味を感じさせる果物。動物の毛を思われる外皮に対し果肉は鮮やかな緑色をしており、見る者の興味を誘う。身が柔らかいので生食に適しているだろう。\n#～移り変わりゆくティリスの食～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t満腹度を回復することが出来る食物。調理することが出来る。\n#～鑑定報告書：＜食物＞カテゴリ～\n
item_desc1EN.	\t\tFruit with a refreshing acidity, straight from the land of everlasting summers. Not only is the flesh of the fruit a vivid green, but the outer skin resembles the fur of an animal, sure to attract the attention of bystanders. The fruit is very soft, so eating it raw is no problem.\n#~The Ever Changing Diet of Tyris~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tFood that can satiate your hunger. Can be cooked.
