item_id.	54
name_identJP.	金貨
name_identEN.	gold piece
item_desc1JP.	\t\t世界で広く流通している通貨。昨今において物々交換に代わる方法として確立されたが、弊害として財が一か所に集中しやすい為、主に旅先で盗人に狙われやすく富豪達は更に価値のある貨幣の発行を国に求めている。\n#～世界のコイン・ティリス編～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t世界共通の通貨だ。\n#～鑑定報告書：＜貨幣＞カテゴリ～\n
item_desc1EN.	\t\tCurrency widely circulated around the world. It was recently established as a method to replace bartering, although not without introducing some adverse effects. Unfortunately, because wealth tends to accumulate in one spot, popular tourist destinations become easy targets for thieves, and the rich continue to demand more and more currency from the country.\n#~World of Coin - Tyris Edition~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tStandard currency of the world.
