item_id.	137
name_identJP.	カーネーションの花
name_identEN.	carnation
item_desc1JP.	\t\t慎ましやかな花を咲かせる鉢植え。その控えめな感じが謙虚さの証であるとして、記念日の贈り物として使われることがある。\n#～ティリス園芸図鑑～\n
item_desc2JP.	
item_desc3JP.	\t\t「あたしこの花が大好きなの。だってほら、花びらが飛び散る鮮血みたいじゃない？」\n#～爆弾魔『ノエル』の言葉～\n
item_desc4JP.	\t\t観賞用の鉢植えだ。\n#～鑑定報告書：＜鉢＞カテゴリ～\n
item_desc1EN.	\t\tA potted plant with rather modest flowers. It is often given as an anniversary gift because of the aforementioned modest impression.\n#~Tyris Illustrated Horticulture Guide~\n
item_desc2EN.	
item_desc3EN.	\t\t'I love these flowers. After all, the scattered petals look like fresh blood, don't they?'\n#~Words of the Evil Bomber 'Noel'~\n
item_desc4EN.	\t\tPotted plant for ornamental purposes.
