item_id.	56
name_identJP.	《ディアボロス》
name_identEN.	<Diablos>
item_desc1JP.	\t\t「悪魔」と言う名を冠した畏れ多き剣。その黒い刃は斬られた者の精神ばかりか、時の流れさえ乱すのだとされている。\n#～イルヴァ幻想辞典～\n
item_desc2JP.	
item_desc3JP.	\t\t「その武器の事は聞いている。災いを抱く黒き竜から生れし剣で、切り裂く刃は時間さえ断ち切るとか。それが真実かどうか知らないが、本当なら是非ともお目にかかりたいものだ。俺の力に値する武器かもしれんしな」\n#～ザナンの紅の英雄『ロイター』の言葉～\n
item_desc4JP.	\t\t時を止める長剣だ。\n#～鑑定報告書：＜秘宝＞カテゴリ～\n
item_desc1EN.	\t\tA frightful sword given the name of the 'Devil'. Its black blade is said to disturb not only the souls of those it cuts, but even time itself.\n#~Ylva Fantasy Encyclopedia~\n
item_desc2EN.	
item_desc3EN.	\t\t'I've heard about that weapon. A sword born from a black dragon that harbored calamity, said to be capable of cutting even time. I don't know if that's true, but if it is, I'd certainly love to see it for myself. It might be a weapon worthy of my strength.'\n#~Words of Loyter, The Crimson Hero of Zanan~\n
item_desc4EN.	\t\tA long sword that stops time.
