item_id.	178
name_identJP.	アロエ
name_identEN.	aloe
item_desc1JP.	\t\t瑞々しい葉をもつ植物。古来医療にも用いられたとされる果肉には整腸作用があるとされるが、確たる結論には至っていない。ノースティリスでは果肉に若干の甘みを含む為、果実と同様に扱っている。\n#～移り変わりゆくティリスの食～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t満腹度を回復することが出来る食物。調理することが出来る。\n#～鑑定報告書：＜食物＞カテゴリ～\n
item_desc1EN.	\t\tA plant with juicy leaves. It's said to have been used as an ancient medicinal treatment for intestinal problems, but there legitimate effects are yet to be proven. In North Tyris, since the leaves are somewhat sweet, it's treated like a fruit.\n#~The Ever Changing Diet of Tyris~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tFood that can satiate your hunger. Can be cooked.
