item_id.	47
name_identJP.	洗物
name_identEN.	washings
item_desc1JP.	\t\t汚れた衣服が突っ込まれたたらい。こんな物を欲しがる者がいるのか甚だ不思議だが、それでもある種の掃除好きにはたまらないものがあるらしい。\n#～私の愛する幾千ものガラクタ～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\tかごに入った汚れた衣服だ。\n#～鑑定報告書：＜廃品＞カテゴリ～\n
item_desc1EN.	\t\tDirty clothing crammed into a basket. It's quite strange that people would want such things, but it seems there are such clean freaks out there.\n#~The Thousands of Odds and Ends I Love~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tDirty clothes in a basket.
