item_id.	109
name_identJP.	井戸
name_identEN.	well
item_desc1JP.	\t\t市民の生命線であり、気軽に水が飲める設備。ご婦人方の社交場であるがノースティリスは浄水技術に乏しく、飲んだ水によるトラブルも目立つ。それ故殺菌の為か、雨の日にはしばしば燃えている光景を目にする。\n#～街中の名脇役達～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t水を湛える設備。飲むことが出来る。\n#～鑑定報告書：＜設備＞カテゴリ～\n
item_desc1EN.	\t\tAn installation that provides fresh drinking water, vital for the citizens. Though it offers a place for women to gather and socialize, North Tyris has rather poor water purification technology, thus drinking the water can often bring about trouble.\n#~Side Characters of the City~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tFull of water. You can drink from it.
