item_id.	6
name_identJP.	フェアリーハット
name_identEN.	fairy hat
item_desc1JP.	\t\t妖精達が身につけるという非常に軽い帽子。か弱き存在と自負する故か、その帽子には外界の変異から身を守る能力が備わっているという。\n#～明日から使えるあなたの為の武具集～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t妖精向けの帽子だ。\n#～鑑定報告書：＜防具＞カテゴリ～\n
item_desc1EN.	\t\tAn incredibly light hat that fairies wear. Proud of their fragile existences, this hat protects them from mutations from the outside world.\n~Equipment You Could Use Tomorrow~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tArmor. A hat intended for use by fairies.
