item_id.	100
name_identJP.	ポーションの棚
name_identEN.	potion rack
item_desc1JP.	\t\tポーションを保管しておくために作られたやや小さめの棚。どれがどのポーションかは並べた当人にしか分からないので、下手に取り出さない方が良いだろう。\n#～ノースティリス大家具事典～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\tポーションを収める為の棚。ポーション類を60種類まで置ける。\n#～鑑定報告書：＜家具＞カテゴリ～\n
item_desc1EN.	\t\tSlightly smaller shelves made to hold potions. It's better not to take any, as only the one who made them knows what order they're in.\n#~North Tyris Great Furniture Encyclopedia~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tShelving for potions. Can hold 60 kinds of potions.
