item_id.	141
name_identJP.	地図
name_identEN.	map
item_desc1JP.	\t\t大陸全土が描かれた地図。冒険者達もそうでない者も、これを読むことでまだ見ぬ彼の地へ思いをはせるのだ。\n#～今日から君も冒険者・旅用マニュアル～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t大陸の描かれた地図。読むことが出来る。\n#～鑑定報告書：＜紙片＞カテゴリ～\n
item_desc1EN.	\t\tA map depicting the entire continent. Both adventurers and normalfolk can dream about uncharted locations just from looking at it.\n#~Today You're an Adventurer - Travel Manual~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tMap of the continent. Can be read.
