item_id.	184
name_identJP.	グアバ
name_identEN.	guava
item_desc1JP.	\t\t南国から伝わったとされる桃色の果肉が目に鮮やかな果物。非常に甘酸っぱく食欲を誘う味だが、匂いが独特である為好む者を選ぶという。\n#～移り変わりゆくティリスの食～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t満腹度を回復することが出来る食物。調理することが出来る。\n#～鑑定報告書：＜食物＞カテゴリ～\n
item_desc1EN.	\t\tAn eye-catching pink fruit that is said to originate from southern countries. It has a very bittersweet flavor, but due to its unique odor, it's said it chooses those that will like it.\n#~The Ever Changing Diet of Tyris~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tFood that can satiate your hunger. Can be cooked.
