item_id.	185
name_identJP.	キャロット
name_identEN.	carrot
item_desc1JP.	\t\t赤い角の様な形状の野菜。加熱すると仄かな甘みが出るのが特徴。生、加熱と万能な野菜だが、加熱の際の甘みが逆に苦手な者もいる為、人に出す時は注意しよう。\n#～移り変わりゆくティリスの食～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t満腹度を回復することが出来る食物。調理することが出来る。\n#～鑑定報告書：＜食物＞カテゴリ～\n
item_desc1EN.	\t\tA vegetable shaped like a red horn. When cooked, it awakens within it a faint sweetness. Whether raw or cooked, it's the ultimate vegetable, but because some people don't like the sweetness when cooked, a chef needs to be cautious.\n#~The Ever Changing Diet of Tyris~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tFood that can satiate your hunger. Can be cooked.
