item_id.	15
name_identJP.	神託の巻物
name_identEN.	oracle
item_desc1JP.	\t\t伝説の品の存在を知ることが出来るとされる巻物。誰が持っているかまでは教えてくれない、神はそこまであなたに親身ではないのだ。\n#～魔具全典～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t今までに現れた★のつくアイテムの現在地を知ることが出来る巻物だ。\n#～鑑定報告書：＜紙片＞カテゴリ～\n
item_desc1EN.	\t\tA scroll that makes it possible to learn the location of legendary artifacts. If it won't tell you where to find it, then maybe God isn't too happy with you.\n~Codex of Magical Items~
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tReadable scroll. Reveals the locations of artifacts.
