item_id.	73
name_identJP.	《ラグナロク》
name_identEN.	<Ragnarok>
item_desc1JP.	\t\t小高い丘にひっそりと刺さっていたという長剣。その黒い刀身は一体どれだけの敵を屠ってきたのだろうか。剣は黙して語らない。\n#～イルヴァ幻想辞典～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t世界の終末を招くといわれる長剣だ。\n#～鑑定報告書：＜秘宝＞カテゴリ～\n
item_desc1EN.	\t\tA sword said to have been inconspicuously lodged into a small hill. One wonders just how many opponents this wicked blade has slaughtered. The sword remains silent and cannot say.\n#~Ylva Fantasy Encyclopedia~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tA sword said to bring about the end of the world.
