item_id.	110
name_identJP.	いろんな洋服
name_identEN.	clothes
item_desc1JP.	\t\t雑多な衣服が載せられた小棚。可動性の家具であり、目につきやすい位置に調節することが可能だ。\n#～ノースティリス大家具事典～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t衣服の乗った小棚。使用することは出来ない。\n#～鑑定報告書：＜家具＞カテゴリ～\n
item_desc1EN.	\t\tSmall shelves which contain miscellaneous clothing. Its flexibility and mobility allows it to be adjusted to an easy to reach location.\n#~North Tyris Great Furniture Encyclopedia~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tA small shelf with clothing on it. Cannot be used.
