item_id.	28
name_identJP.	混乱のポーション
name_identEN.	confusion
item_desc1JP.	\t\t飲むと頭に激痛を引き起こす水薬。頭痛は一過性のものだが、平衡感覚や読解力、会話能力の著しい低下を誘発させる。また酩酊時の症状と似ている為、誤飲した場合泥酔者と間違われるので取り扱いには注意しよう。\n#～飲めるのみもの、飲めないのみもの～\n
item_desc2JP.	\t\t\n\n
item_desc3JP.	
item_desc4JP.	\t\t混乱状態を引き起こすポーションだ。\n#～鑑定報告書：＜液体＞カテゴリ～\n
item_desc1EN.	\t\tA potion that gives you a headache when drunk. The headache, while temporary, induces loss of balance and reading comprehension, as well as remarkably bad conversational ability. Also, because the symptoms resemble inebriation, you may be mistaken for a drunkard, so caution should be taken when handling this.\n#~Drinkable Drinks and Deadly Draughts~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tA potion that causes confusion.
