item_id.	629
name_identJP.	変装セット
name_identEN.	disguise set
item_desc1JP.	\t\t一瞬の早着替えで他人になり済まし、難を逃れることが出来る道具。喩え時間が無い場合でも、使用した際に勢いよく白い霧が吹き出し変装する時間を与えてくれるので、安心して使うことが出来る。\n#～今日から君も冒険者・旅用マニュアル～\n
item_desc2JP.	
item_desc3JP.	\t\t「初めて盗みをやった時、俺はまだ10にもなっていなかった。その時は生きる為に必死なだけだったが、今でもあの時と同じくらい大胆なつもりさ。ただ、ちょっと知恵はついたがね」\n#～盗賊ギルドマスター『シン』の言葉～\n
item_desc4JP.	\t\tモンスター以外の敵対状況をリセットする道具。使用することが出来る。\n#～鑑定報告書：＜器具＞カテゴリ～\n
item_desc1EN.	
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	Disguise kit - with instructions.
