item_id.	16
name_identJP.	テレポートの巻物
name_identEN.	teleportation
item_desc1JP.	\t\t空間に歪みを作り出すことで一瞬のうちに別の場所に移動することが出来る巻物。緊急時には便利だが行き先までは指定できないので待ち合わせに遅れた時等には使えないだろう。\n#～魔具全典～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\tランダムな位置へテレポートを行う巻物だ。\n#～鑑定報告書：＜紙片＞カテゴリ～\n
item_desc1EN.	\t\tA scroll that makes it possible to instantly teleport by creating a dimensional distortion. It's convenient, but since you can't control where you go, it's not reliable in emergencies.\n~Codex of Magical Items~
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tReadable scroll. Teleports the reader to a random location.
