item_id.	74
name_identJP.	癒し手オディナのポーション
name_identEN.	healer <Odina>
item_desc1JP.	\t\t偉大な癒し手、オディナの名を冠した高価な水薬。透き通った海の様な色をした薬液に傷を一度浸せば、まるで砂浜に書いた文字のように、傷口を消し去ってしまうと言われている。\n#～飲めるのみもの、飲めないのみもの～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\tHPと状態異常を回復するポーションだ。\n#～鑑定報告書：＜液体＞カテゴリ～\n
item_desc1EN.	\t\tAn expensive potion named after the great healer Odina. It is said that a single dip of a wound into this medicine, colored like the clear sea, will erase it as if it were but a word written upon a sandy beach.\n#~Drinkable Drinks and Deadly Draughts~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tA potion that restores HP and cures abnormal status effects.
