item_id.	26
name_identJP.	汚水
name_identEN.	dirty water
item_desc1JP.	\t\tノースティリスにおいて、市民が普段の生活に使用している水を空き瓶に詰めたもの。生活用水であるものの、現在のノースティリスの水質汚染度は高く、おいそれと飲用するべきではないだろう。\n#～飲めるのみもの、飲めないのみもの～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t飲むと病気になる可能性のあるポーションだ。\n#～鑑定報告書：＜液体＞カテゴリ～\n
item_desc1EN.	\t\tA bottle filled with the type of water that North Tyris' citizens typically use. Despite being life-giving water, with the pollution so high in North Tyris, you probably shouldn't drink it.\n~Drinkable Drinks and Deadly Draughts~
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tA potion that may make you sick.
