item_id.	75
name_identJP.	白き癒し手エリスのポーション
name_identEN.	white healer <Eris>
item_desc1JP.	\t\t「白き癒し手」エリスの名の通り、乳白色をした水薬。今までの水薬と違い、抽出物ではなく魔力を直接水に化合している。その為速効性が高く、瀕死の重傷者さえも治癒させる力を秘めているという。\n#～飲めるのみもの、飲めないのみもの～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\tHPと状態異常を回復するポーションだ。\n#～鑑定報告書：＜液体＞カテゴリ～\n
item_desc1EN.	\t\tA milky white potion, in accordance with the famous White Healer Eris it's named after. Different from other potions, instead of using extracted materials, this is made by infusing the water with magical energy directly. Since it is highly effective, and can even recover someone who is on the verge of death, it is recommended to hide it on one's person.\n#~Drinkable Drinks and Deadly Draughts~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tA potion that restores HP and cures abnormal status effects.
