item_id.	61
name_identJP.	矢束
name_identEN.	arrow
item_desc1JP.	\t\t弓に用いる為の矢を束ねたもの。束ねているので素材によっては非常に重く、携行には注意が必要である。\n#～明日から使えるあなたの為の武具集～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t弓と共に使用する武器だ。\n#～鑑定報告書：＜武器＞カテゴリ～\n
item_desc1EN.	\t\tA bundle of arrows for use with a bow. Since it is bundled, it can be very heavy depending on material, thus caution is required when carrying it.\n#~Equipment You Could Use Tomorrow~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tAmmunition for a bow. Hand forged arrows.
