item_id.	40
name_identJP.	ミカ
name_identEN.	mica ore
item_desc1JP.	\t\t淡い光を放つ白く小さな鉱物。幾星霜の時を経てじっくりと楕円に近い球体を作り上げていくその様は、石の真珠と評されるほど美しい。\n#～ヴェルニース鉱物図鑑～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t白い色をした鉱石だ。\n#～鑑定報告書：＜鉱物＞カテゴリ～\n
item_desc1EN.	\t\tA small white mineral that emits light. Appraised as a beautiful pearlescent stone, it is an elliptical, almost spheroid shape that has formed over many months and years.\n#~Vernis Mineralogical Field Guide~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tWhite-colored ore.
