item_id.	181
name_identJP.	ブドウ
name_identEN.	grape
item_desc1JP.	\t\t連なった実をつける紺色の果物。一粒は子供の口に入るほど小さいが、一度食べれば特有の甘みを含んだ香りが口の中一杯に広がり、忽ちこの果実の虜となるであろう。酒を造る際にも使われることがあるらしい。\n#～移り変わりゆくティリスの食～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t満腹度を回復することが出来る食物。調理することが出来る。\n#～鑑定報告書：＜食物＞カテゴリ～\n
item_desc1EN.	\t\tA dark blue fruit that grows in bunches. A single berry is small enough to fit inside the mouth of a child, but the unique sweetness contained within will captivate you the moment you eat it. They can also be used to create alcohol.\n#~The Ever Changing Diet of Tyris~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tFood that can satiate your hunger. Can be cooked.
