item_id.	59
name_identJP.	騎士盾
name_identEN.	knight shield
item_desc1JP.	\t\t騎士用に作られた格調高い盾。使う者に合わせ、趣向を凝らした彫金と飾りが付けられているが、単なる儀礼用ではなく、一定の防護も備わっている。\n#～明日から使えるあなたの為の武具集～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t騎士用の盾だ。\n#～鑑定報告書：＜防具＞カテゴリ～\n
item_desc1EN.	\t\tA magnificent shield made for knights. Although typically engraved and decorated for their specific wielders, protection isn't sacrificed for the sake of ceremonial usage.\n#~Equipment You Could Use Tomorrow~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tA knight's shield.
