item_id.	136
name_identJP.	猫じゃらし
name_identEN.	foxtail grass
item_desc1JP.	\t\t特定の動物の興味を引き付けて離さない鉢植え。適当な場所に置いておくといつの間にか猫だかりが出来る、という話だ。\n#～ティリス園芸図鑑～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t観賞用の鉢植えだ。\n#～鑑定報告書：＜鉢＞カテゴリ～\n
item_desc1EN.	\t\tA potted plant that attracts the interest of specific animals. It's often said you can catch a cat almost anywhere if you place this down.\n#~Tyris Illustrated Horticulture Guide~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tPotted plant for ornamental purposes.
