item_id.	42
name_identJP.	ダイヤモンドの原石
name_identEN.	raw diamond ore
item_desc1JP.	\t\tダイヤモンドの要素が多く含まれた珍しい鉱物。加工の過程を経て、その大きさは極端に小さくなってしまうので、原石の大きさに対してそれほど価値はないとされる。\n#～ヴェルニース鉱物図鑑～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\tダイヤモンドの要素が含まれる鉱石だ。\n#～鑑定報告書：＜鉱物＞カテゴリ～\n
item_desc1EN.	\t\tAn unusual mineral comprised of many elements of diamond. Due to the extremely small amount of ore post-processing, a mineral of even this size is said not to be worth much.\n#~Vernis Mineralogical Field Guide~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tOre containing elements of diamond.
