item_id.	5
name_identJP.	魔法帽
name_identEN.	magic hat
item_desc1JP.	\t\t魔道士が身につけていそうな三角形の帽子。特に得られる効果はないが、被ることで何となく賢くなった気分にはさせてくれる。\n#～明日から使えるあなたの為の武具集～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t魔法使いのための帽子だ。\n#～鑑定報告書：＜防具＞カテゴリ～\n
item_desc1EN.	\t\tA triangular hat that mages seem to often wear. It doesn't really have any effect when worn, but it makes you feel smart anyways.\n~Equipment You Could Use Tomorrow~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tArmor. A hat made for use by wizards.\n
