item_id.	140
name_identJP.	絵描き道具
name_identEN.	painting tools
item_desc1JP.	\t\t絵を書く為に必要な道具が一通りそろった用具。絵心があるならば使って見るといいだろう。あくまで絵心があればの話だが。\n#～貰って嬉しい贈り物あれこれ～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t絵を描く為の道具。使用することは出来ない。\n#～鑑定報告書：＜用具＞カテゴリ～\n
item_desc1EN.	\t\tA set of basic tools necessary to paint a picture. If you love paintings, it'd be nice to see it put to good use. Nevertheless, artistic tastes tend to be argued over to the bitter end.\n#~Receiving Nice Gifts One Way or Another~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tTools for painting. Cannot be used.
