item_id.	147
name_identJP.	鎧の像
name_identEN.	armor statue
item_desc1JP.	\t\t厳めしい雰囲気を身に纏う全身鎧。いかにも曰くありげな装備品のように見えるが実際の所レプリカなので装備することは出来ない。\n#～ルミエスト美術目録～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t全身鎧の彫像。装備することは出来ない。\n#～鑑定報告書：＜彫像＞カテゴリ～\n
item_desc1EN.	\t\tFull-body armor bearing an intense atmosphere. Although it looks like actual equipment, it's actually a replica and can't be worn.\n#~Lumiest Fine Arts Catalog~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tStatue of a suit of armor. Can't be equipped.
