item_id.	53
name_identJP.	石碑
name_identEN.	tombstone
item_desc1JP.	\t\t古の言語が刻まれた硬い板。読み解くことは出来ないが、歴史に触れたい市民が稀に購入するようだ。\n#～あなたの見知らぬ世界～\n
item_desc2JP.	
item_desc3JP.	\t\t「自分の放った言葉が悠久の存在となるのは、一体どんな気分なのでしょうね」\n#～歴史を学ぶ『エリステア』の言葉～\n
item_desc4JP.	\t\t文字の書かれた石の板だ。\n#～鑑定報告書：＜遺物＞カテゴリ～\n
item_desc1EN.	\t\tA hard slab engraved with ancient language. It can't be read, but citizens who want to experience history will sometimes purchase it.\n#~Your Unfamiliar World~\n
item_desc2EN.	
item_desc3EN.	\t\t'I wonder how it feels to know that your words will become an eternal existence?'\n#~Words of the Historian Elistea~\n
item_desc4EN.	\t\tA stone slab with letters written on it.
