item_id.	13
name_identJP.	装飾の指輪
name_identEN.	decorative ring
item_desc1JP.	\t\t様々な飾りがとても美しい指輪。かつて、この小さな円の中にどれだけの彩を凝らすかで職人の腕が競われたことがあったという。\n#～明日から使えるあなたの為の武具集～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t幾つかの装飾がされた指輪だ。\n#～鑑定報告書：＜防具＞カテゴリ～\n
item_desc1EN.	\t\tA ring engraved with beautiful decorations. It used to be a contest between craftsman to see just how much detail could fit on tiny rings like this.\n~Equipment You Could Use Tomorrow~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tArmor. A decorated ring.
