item_id.	52
name_identJP.	骸
name_identEN.	skeleton
item_desc1JP.	\t\t風化した人間の骨。呪術や水薬精製など、使用する機会は割とあるのだがいかんせん供給過多なので、価値としても二束三文である。\n#～私の愛する幾千ものガラクタ～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t打ち捨てられた人の骨だ。\n#～鑑定報告書：＜廃品＞カテゴリ～\n
item_desc1EN.	\t\tWeathered humanoid bones. Although it could be used for sorcery, potion brewing, or the like, it regrettably has no value due to excessive supply.\n#~The Thousands of Odds and Ends I Love~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tBones left behind by an unknown creature.
