item_id.	126
name_identJP.	ビーカー
name_identEN.	beaker
item_desc1JP.	\t\t液体を保持する為に用いられる容器。どんな液体が入っていたのか知れたものではないので、使用するのはやめておこう。\n#～家庭を彩る日用雑貨～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t液体を入れる為の特殊な瓶。使用することは出来ない。\n#～鑑定報告書：＜魔道具＞カテゴリ～\n
item_desc1EN.	\t\tContainer for holding liquid. It's unknown what was previously put in it, so using it wouldn't be a great idea.\n#~Miscellaneous Home Decor for Daily Use~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tSpecial glass for holding liquid. Cannot be used.
