item_id.	857
name_identJP.	エフェクト・スキャナー
name_identEN.	effect scanner
item_desc1JP.	\t\t（効果未実装）①ターン開始時にデッキから手札が５枚になるようカードを引く。②１ターンに１度、手札を１枚捨ててそのカードの効果を発動できる。発動したカードのランクと同じ数だけデッキからカードを捨てる。③デッキが０枚以下になったターンの終了時、このアイテムのコントローラーのＨＰは０になる。その後捨てられているカードを全てデッキに戻しシャッフルする。④３０ターン、自分の行動をスキップできる。成功した場合、捨てられているカードを全てデッキに戻しシャッフルする。その後、使用可能な任意のデッキを選択し、以降はそのデッキをゲームに使用する。\n#～熱き決闘者たち～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\tカードの効果を引き出す道具だ。\n#～鑑定報告書：＜器具＞カテゴリ～\n
item_desc1EN.	
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	
