item_id.	84
name_identJP.	ダイニングテーブル
name_identEN.	dining table
item_desc1JP.	\t\t食事をする為に用いるテーブル。ほどほどの広さがあり、皿が有る程度乗っても重なり合う心配はないだろう。\n#～ノースティリス大家具事典～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t食事を取る為に作られた机だ。\n#～鑑定報告書：＜家具＞カテゴリ～\n
item_desc1EN.	\t\tA table designed as an eating surface in mind. It's size is acceptable enough to accomodate numerous plates without overlap.\n#~North Tyris Great Furniture Encyclopedia~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tA hand crafted dining table.
