item_id.	96
name_identJP.	金床
name_identEN.	anvil
item_desc1JP.	\t\t金属を鍛錬する為に用いる金属製の台。本来の使用法とは別に、槌で叩いて楽器にするという作り話の様な使われ方もあるらしい。\n#～より良い業物を目指して～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t精錬用の台。\n#～鑑定報告書：＜用具＞カテゴリ～\n
item_desc1EN.	\t\tA metal surface used for tempering metal. Aside from its original usage, there is a fictional story about using a hammer on one to create music.\n#~Working Towards a Sharper Sword~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tA surface for refining metal craft.
