item_id.	35
name_identJP.	大地の結晶
name_identEN.	earth crystal
item_desc1JP.	\t\t大地の力を封じ込めたとされる橙色の結晶。光に透かすと、内部にたくさん走ったヒビに反射してとてもきれいだ。\n#～ヴェルニース鉱物図鑑～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t橙色をした鉱石だ。\n#～鑑定報告書：＜鉱物＞カテゴリ～\n
item_desc1EN.	\t\tAn orange-colored crystal considered to hold the power of earth. When held up to the light, many tiny cracks on the interior become visible, making it very pretty.\n#~Vernis Mineralogical Field Guide~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tAn orange ore crystal.
