item_id.	82
name_identJP.	玩具
name_identEN.	toy
item_desc1JP.	\t\t主に子供が遊ぶ為に用いる遊具。時代がすすむにつれ、より複雑に、より高級になっていくので、いつの世も大人を悩ます頭痛の種である。\n#～遊技大典・全年齢対応版～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t子供用の遊具だ。\n#～鑑定報告書：＜用具＞カテゴリ～\n
item_desc1EN.	\t\tAn item meant for children to play with. As technology progresses, so too does the complexity and cost of toys, leading to many headaches that plague adults today.\n#~Law of Games - All-Ages Version~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tA child's toy.
