item_id.	148
name_identJP.	散らかった本
name_identEN.	disorderly books
item_desc1JP.	\t\t読了後、片づけられなかった本。殆どが大衆雑誌なので、特に読むべき情報はないだろう。\n#～家庭を彩る日用雑貨～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t散乱した本。使用することは出来ない。\n#～鑑定報告書：＜書類＞カテゴリ～\n
item_desc1EN.	\t\tBooks that haven't been put back after being read. They're mostly gossip magazines, so there's no particular need to read them anyways.\n#~Miscellaneous Home Decor for Daily Use~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tScattered books. Cannot be used.
