item_id.	134
name_identJP.	ネリネの花
name_identEN.	nerine
item_desc1JP.	\t\t育てるのに少しコツがいる鉢植え。別名花の宝石ともいわれるこの鉢植えは、まるで飴細工のような綺麗な色の花を咲かせるという。\n#～ティリス園芸図鑑～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t観賞用の鉢植えだ。\n#～鑑定報告書：＜鉢＞カテゴリ～\n
item_desc1EN.	\t\tA potted plant that is somewhat tricky to care for. Also known as the 'bejeweled flower', its lovely coloration is often said to resemble candy.\n#~Tyris Illustrated Horticulture Guide~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tPotted plant for ornamental purposes.
