item_id.	68
name_identJP.	軽傷治癒のポーション
name_identEN.	cure minor wound
item_desc1JP.	\t\tゴブリンシャーマンの持つ杖から魔力を抽出して生成された水薬。元々がゴブリンの持つ杖なので、効力的にもたかが知れている。冒険者の中には渇きを凌ぐ為だけに携帯している者もいるらしい。\n#～飲めるのみもの、飲めないのみもの～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\tHPと状態異常を回復するポーションだ。\n#～鑑定報告書：＜液体＞カテゴリ～\n
item_desc1EN.	\t\tA potion created from the extracted magical power in a goblin shaman's cane. Since it's originally from a goblin cane, it has very little potency. Some adventurers only carry them to quench their thirst.\n#~Drinkable Drinks and Deadly Draughts~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tA potion that restores HP and cures abnormal status effects.
