item_id.	30
name_identJP.	睡眠薬
name_identEN.	sleeping drug
item_desc1JP.	\t\t甘い香りのする水薬。振りかければどんな猛獣でも忽ち大人しくなるという。不眠症のあなたにも是非とも一本。\n#～飲めるのみもの、飲めないのみもの～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t睡眠状態を引き起こすポーションだ。\n#～鑑定報告書：＜液体＞カテゴリ～\n
item_desc1EN.	\t\tA potion with a sweet fragrance. Said to make any wild beast docile with but a sprinkle. Takes out your insomnia in one punch.\n#~Drinkable Drinks and Deadly Draughts~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tA potion that puts you to sleep.
