item_id.	69
name_identJP.	重傷治癒のポーション
name_identEN.	cure major wound
item_desc1JP.	\t\t万病に効くと呼ばれるありとあらゆる薬草を一か所にまとめ、それを無理矢理煮詰め上げたいかにもそれらしい水薬。味の方は強烈に苦く、何やら効果を感じさせるが実際の効果はそれほどでもない。\n#～飲めるのみもの、飲めないのみもの～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\tHPと状態異常を回復するポーションだ。\n#～鑑定報告書：＜液体＞カテゴリ～\n
item_desc1EN.	\t\tThis potion is the result of forcibly condensing every medicinal plant known to cure any disease and then boosting its effects. The taste is intense and bitter, and while it feels like it has a strong effect, it really isn't much.\n#~Drinkable Drinks and Deadly Draughts~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tA potion that restores HP and cures abnormal status effects.
