item_id.	23
name_identJP.	本
name_identEN.	book
item_desc1JP.	\t\tノースティリスで広く流通している記録媒体。中には重要なことが書かれているものがあるが、その殆どがとるに値しない端書程度の内容だ。\n#～本の為の本～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t雑多な情報が書かれた本。特に利用できるものはない。\n#～鑑定報告書：＜書類＞カテゴリ～\n
item_desc1EN.	\t\tA type of medium that's widely circulated throughout North Tyris. Some of them even have important things written in them, but most are pretty useless.\n~The Book of Books~
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tReadable book. No particular use.
