item_id.	37
name_identJP.	太陽の結晶
name_identEN.	sun crystal
item_desc1JP.	\t\t太陽の力を封じ込めたとされる黄色の結晶。光に透かすと、微かに大気のうねりのような動きを鉱物の中に見て取ることが出来る。\n#～ヴェルニース鉱物図鑑～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t黄色をした鉱石だ。\n#～鑑定報告書：＜鉱物＞カテゴリ～\n
item_desc1EN.	\t\tA yellow-colored crystal said to contain the power of the sun. If you hold it up to the light, the interior seems to undulate like a contained atmosphere.\n#~Vernis Mineralogical Field Guide~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tA yellow ore crystal.
