item_id.	78
name_identJP.	普通の本棚
name_identEN.	bookshelf
item_desc1JP.	\t\t家具屋でよく売られている書物を収める為の棚。特に目立った悪い点もいい点も無く、無難な出来栄えとなっている。\n#～ノースティリス大家具事典～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t極普通の本を収める為の棚だ。本類を100種類まで入れることができる。\n#～鑑定報告書：＜家具＞カテゴリ～\n
item_desc1EN.	\t\tShelves for holding books, often sold in furniture stores. Nothing particularily good or bad stands out about it, and its craftmanship is acceptable.\n#~North Tyris Great Furniture Encyclopedia~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tA shelf for holding ordinary books. Can hold 100 different kinds.
