item_id.	3
name_identJP.	手斧
name_identEN.	hand axe
item_desc1JP.	\t\t片手で扱えるよう軽く作られている斧。武器というより薪を割る等日常的な側面が色濃く残る作りをしているが、その軽さを生かし棍棒の様に使える万能さも持っている。\n#～明日から使えるあなたの為の武具集～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t小型の斧だ。\n#～鑑定報告書：＜武器＞カテゴリ～\n
item_desc1EN.	\t\tAn axe designed to be wielded with one hand. More commonly used for mundane tasks like chopping wood than as a weapon. Its lightness even makes it suitable for use as a club.\n~Equipment You Could Use Tomorrow~
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tWeapon. A small axe.
