item_id.	177
name_identJP.	クワパナ
name_identEN.	quwapana
item_desc1JP.	\t\t葉っぱそのものをもいで食べるという、世にも珍しい南国の植物。齧った時の触感や適度な水分と程よい酸味は、あなたにきっと初めての経験を与えてくれるだろう。\n#～移り変わりゆくティリスの食～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t満腹度を回復することが出来る食物。調理することが出来る。\n#～鑑定報告書：＜食物＞カテゴリ～\n
item_desc1EN.	\t\tA rare plant from the south with edible leaves. The moment you bite into it and experience the moist and slight sour texture, you'll quickly realize that it's a godsend.\n#~The Ever Changing Diet of Tyris~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tFood that can satiate your hunger. Can be cooked.
