item_id.	2
name_identJP.	短剣
name_identEN.	dagger
item_desc1JP.	\t\t古代の氏族が発端の、片手でも簡単に扱えるよう短く軽い小剣。そのシンプルな形状は現在でも変わることなく存り続けている。\n#～明日から使えるあなたの為の武具集～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t小型の剣だ。\n#～鑑定報告書：＜武器＞カテゴリ～\n
item_desc1EN.	\t\tA short-bladed weapon that's been used for millenia. Though simple, its design makes it excellent for one-handed use, and remains largely unchanged even to this day.\n~Equipment You Could Use Tomorrow~
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tWeapon. A short-bladed weapon.
