item_id.	8
name_identJP.	法衣
name_identEN.	robe
item_desc1JP.	\t\t主に僧侶などが着用する、一枚の布に素材を編み込んだ防具。その製法故身を守るには適さないが、装着者の詠唱を妨害せず、身軽な行動を可能とさせている。\n#～明日から使えるあなたの為の武具集～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t僧侶用の服だ。\n#～鑑定報告書：＜防具＞カテゴリ～\n
item_desc1EN.	\t\tA piece of protective gear woven as a single piece, typically worn by priests. It's not very useful against heavy attacks, but it doesn't hinder the wearer's casting or movement.\n~Equipment You Could Use Tomorrow~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tArmor. Clothes made for priests.
