item_id.	27
name_identJP.	盲目のポーション
name_identEN.	blindness
item_desc1JP.	\t\tパンプキン達のエキスを抽出し、透明薬を作り出す研究中に生まれた失敗作。飲むことで透明化することを目的としていたが、モンスターのエキスは真っ先に目に反応し、自分以外を認識できなくさせてしまったのだ。\n#～飲めるのみもの、飲めないのみもの～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t盲目状態を引き起こすポーションだ。\n#～鑑定報告書：＜液体＞カテゴリ～\n
item_desc1EN.	\t\tExtracted from the essence of Pumpkins, this clear medicine was born from a failed research experiment. Although it was meant to turn someone invisible upon consumption, the monster extract reacted to the eyes first, making it impossible to sense anything but yourself.\n#~Drinkable Drinks and Deadly Draughts~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tA potion that causes blindness.
