item_id.	31
name_identJP.	クリムエール
name_identEN.	crim ale
item_desc1JP.	\t\tダルフィで密やかに作られる成分不明の酒。ビアと同様痺れる様な刺激はあるが、果実めいた香りが後味を綺麗に整える。尚、この酒は飲み続けていると幻覚を引き起こすとも言われるが詳細は不明。\n#～奥深い酒の世界～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t飲むと酔っぱらう飲み物だ。\n#～鑑定報告書：＜液体＞カテゴリ～\n
item_desc1EN.	\t\tAlcohol secretly made in Derphy from unknown ingredients. It has a sharp taste similar to beer, but the fruity fragrance creates a lovely aftertaste. Furthermore, this alcohol is said to cause hallucinations after successive consumptions, but the details are unknown.\n#~World of Profound Sake~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tMakes you drunk when consumed. An alcoholic beverage made from crimberry.
