item_id.	70
name_identJP.	致命傷治癒のポーション
name_identEN.	cure critical wound
item_desc1JP.	\t\t静謐な山から湧きだした水にコブラのエキスと癒し手の祈りの言葉を込めた水薬。実際そこそこの回復をするが、この効果がエキスによるものか祈りによるものかは知る由はない。\n#～飲めるのみもの、飲めないのみもの～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\tHPと状態異常を回復するポーションだ。\n#～鑑定報告書：＜液体＞カテゴリ～\n
item_desc1EN.	\t\tA potion comprised of cobra extract infused into spring water from a tranquil mountain, which was then blessed by a healer's prayer. In reality, it restores a fair amount, but whether that's due to the extract or the prayer is unknown.\n#~Drinkable Drinks and Deadly Draughts~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tA potion that restores HP and cures abnormal status effects.
