item_id.	63
name_identJP.	《虚無の大鎌》
name_identEN.	<Scythe of the Void>
item_desc1JP.	\t\t何重もの強化魔法が掛けられた大鎌。扱う者の魔力を強化し、自身を究極の存在に近しめるとされたが、長らく世から失われて久しい。\n#～イルヴァ幻想辞典～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t相手のマナを吸い取る大鎌だ。\n#～鑑定報告書：＜秘宝＞カテゴリ～\n
item_desc1EN.	\t\tA scythe that multiplies magical power by an incalculable degree. It was created to bring its wielder closer to the ultimate existence, but has been lost from the world for a long time.\n#~Ylva Fantasy Encyclopedia~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tA scythe that absorbs the opponent's mana.
item_desc1EN.	\t\tA scythe that multiplies magical power by an incalculable degree. It was created to bring its wielder closer to the ultimate existence, but has been lost from the world for a long time.\n#~Irva Fantasy Encyclopedia~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tA scythe that absorbs the opponent's mana.
