item_id.	34
name_identJP.	ライトニングボルトの魔法書
name_identEN.	lightning bolt
item_desc1JP.	\t\t「ライトニングボルト」という呪文について学ぶことが出来る魔法書。いつでも雷を見たいあなたに。\n#～本の為の本・魔法書編～\n
item_desc2JP.	<ランク3魔法>
item_desc3JP.	
item_desc4JP.	\t\t雷属性のボルトを唱える為に必要な本。読むことが出来る。\n#～鑑定報告書：＜書物＞カテゴリ～\n
item_desc1EN.	\t\tA magical book from which you can learn the Lightning Bolt spell. For those who want to see lightning at any time.\n#~The Book of Books - Magical Tomes Edition~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tNecessary to learn the Lightning Bolt spell. This tome lets off a static discharge.
item_desc1EN.	\t\tA magical book from which you can learn the Lightning Bolt spell. For those who want to see lightning at any time.\n#~The Book of Books - Magical Tomes Edition~\n
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	\t\tNecessary to learn the Lightning Bolt spell. This tome lets off a static discharge.
