item_id.	484
name_identJP.	蜘蛛の巣の魔法書
name_identEN.	web
item_desc1JP.	\t\t「蜘蛛の巣」という呪文について学ぶことが出来る魔法書。変わった装飾を楽しみたいあなたに。\n#～本の為の本・魔法書編～\n
item_desc2JP.	<ランク2魔法>
item_desc3JP.	
item_desc4JP.	\t\t対象に蜘蛛の巣を張る呪文を唱える為に必要な本。読むことが出来る。\n#～鑑定報告書：＜書物＞カテゴリ～\n
item_desc1EN.	
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	You can swear you see spiders crawling over this tome out of the corner of your eye.
item_desc1EN.	
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	You can swear you see spiders crawling over this tome out of the corner of your eye.
