item_id.	367
name_identJP.	沈黙の霧の魔法書
name_identEN.	silence
item_desc1JP.	\t\t「沈黙の霧」という呪文について学ぶことが出来る魔法書。おしゃべりな友人を持ったあなたに。\n#～本の為の本・魔法書編～\n
item_desc2JP.	<ランク6魔法>
item_desc3JP.	
item_desc4JP.	\t\t対象を沈黙状態にする呪文を唱える為に必要な本。読むことが出来る。\n#～鑑定報告書：＜書物＞カテゴリ～\n
item_desc1EN.	
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	A tome whose words are impossible to pronounce for most creatures.
item_desc1EN.	
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	A tome whose words are impossible to pronounce for most creatures.
