item_id.	1018
name_identJP.	健康のお守り
name_identEN.	<Amulet of Jure>
item_desc1JP.	\t\t病気になって寝込んだりすると迷惑だから、という口実で守護の神と防衛者たちに配られたお守り。病気を予防するような効力は無いが、複雑でない病気であれば病気になった瞬間に高速で癒して完治させてしまう。\n#～イルヴァ幻想辞典～\n
item_desc2JP.	\t\t「ほら、見てくださいこのお守り。真ん中に健康と大きく書きすぎて文字が入りきらなくなり、以降はスペースに納めようとして急激に文字が小さくなっていて…これを書いている際のジュア様の慌てぶりが容易に想像できます。ああ、実に癒されるでしょう？」\n#～《守護のロヴィト》の言葉～\n
item_desc3JP.	\t\t「ちょっ、バカ！恥ずかしいからやめてー！」\n#～《癒しのジュア》の言葉～\n
item_desc4JP.	\t\t病気にかかった時に自動発動するアイテムだ。\n#～鑑定報告書：＜器具＞カテゴリ～\n
item_desc1EN.	
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	
item_desc1EN.	
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	
