item_id.	704
name_identJP.	ゲロゲロ
name_identEN.	vomit
item_desc1JP.	\t\t調子に乗って飲みすぎたり、傷んだものを食べてしまったり。その様な際に肉体がとる自衛的行動によって生み出された悲劇の物質。水薬ではないが一応飲める。一応、飲める…。\n#～鉄の胃袋を求めて・完食列伝～\n
item_desc2JP.	
item_desc3JP.	\t\t「生きている以上吐くことだってあるだろうな。だがな、街の中に吐くことだけは決して許さん。もし俺の眼の前でやってみろ、その場で即座におまえの口に押し戻してやるからな！」\n#～掃除屋『バルザック』の言葉～\n
item_desc4JP.	\t\t飲むことが出来る物体だ。\n#～鑑定報告書：＜液体＞カテゴリ～\n
item_desc1EN.	
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	Why did you pick this up?...
item_desc1EN.	
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	Why did you pick this up?...
