item_id.	561
name_identJP.	店の金庫
name_identEN.	shop strongbox
item_desc1JP.	\t\t店の売り上げを一手に引き受ける特別な金庫。防犯の為、店以外の場所では決して開かないシステムになっている。\n#～脱冒険者から始める商いライフ～\n
item_desc2JP.	
item_desc3JP.	\t\t店を経営するにおいて必要不可欠な金庫。ここに売上金が全て収められる。「不慮の事故で無くしてもご安心あれ。経済の要、パルミア大使館ですべて揃います」\n#～ティリス武具大全、広告のページ～\n
item_desc4JP.	\t\t店の売り上げが入った金庫。開けることが出来る。\n#～鑑定報告書：＜箱＞カテゴリ～\n
item_desc1EN.	
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	A chest containing your shop's profit.
item_desc1EN.	
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	A chest containing your shop's profit.
