item_id.	602
name_identJP.	聖なる井戸
name_identEN.	holy well
item_desc1JP.	\t\t世界に一か所のみ存在するという、聖なる水を湛えた井戸。決して汚すことなかれ、もし軽い気持ちで水薬を投げようものならあなたはきっと後悔するであろう。\n#～あなたの見知らぬ世界～\n
item_desc2JP.	
item_desc3JP.	
item_desc4JP.	\t\t聖なる水を湛えた井戸。飲むことが出来る。\n#～鑑定報告書：＜設備＞カテゴリ～\n
item_desc1EN.	
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	A note reads ""Please do not taint the town's watter supply.""
item_desc1EN.	
item_desc2EN.	
item_desc3EN.	
item_desc4EN.	A note reads ""Please do not taint the town's watter supply.""
